title,deck,date,reviewer,score,url
"Bayonetta","There's an intensity and a lack of compromise to Bayonetta that some might find overwhelming, but those who can stomach it are in for an audacious and singular experience.","2010-01-08 20:00:00","Ryan",4,"http://www.giantbomb.com/reviews/bayonetta-review/1900-248/"
"Bayonetta","Much of the potential of Bayonetta--potential that's realized on the Xbox 360--is lost to technical issues on the PS3.","2010-01-08 20:00:00","Ryan",3,"http://www.giantbomb.com/reviews/bayonetta-review/1900-249/"
"Darksiders","Darksiders pulls together concepts from a ton of different games, but the way it pieces these things together manages to feel exciting.","2010-01-12 16:00:00","Jeff",4,"http://www.giantbomb.com/reviews/darksiders-review/1900-250/"
"Army of Two: The 40th Day","The 40th Day streamlines in spots, but it ends up feeling like a very straightforward and somewhat bland shooter.","2010-01-15 15:00:00","Jeff",3,"http://www.giantbomb.com/reviews/army-of-two-the-40th-day-review/1900-251/"
"Trajectile","Trajectile's uniquely angular puzzle-solving is fun, but a little too rigid for its own good.","2010-01-15 16:00:00","Brad",3,"http://www.giantbomb.com/reviews/trajectile-review/1900-252/"
"Dark Void","Dark Void lays down a great foundation with its solid premise and characters, but the action is grounded by a handful of technical issues.","2010-01-19 00:00:00","Jeff",3,"http://www.giantbomb.com/reviews/dark-void-review/1900-253/"
"Mass Effect 2","BioWare's big new sci-fi sequel presents a more seamless blend of action and role-playing that bests its predecessor in every conceivable way.","2010-01-27 19:00:00","Brad",5,"http://www.giantbomb.com/reviews/mass-effect-2-review/1900-254/"
"Serious Sam: The First Encounter","You'll be hard-pressed to find a purer, more panic-inducing FPS experience than Serious Sam.","2010-01-27 18:00:00","Ryan",3,"http://www.giantbomb.com/reviews/serious-sam-the-first-encounter-review/1900-255/"
"MAG","MAG doesn't always take direct advantage of its huge player count, but the base action is sharp enough to make it all work.","2010-01-29 13:00:00","Jeff",4,"http://www.giantbomb.com/reviews/mag-review/1900-256/"
"No More Heroes 2: Desperate Struggle","Grasshopper Manufacture punches you square in the nose with this double-live gonzo action sequel that's leaner, faster, and--in a feat that borders on the impossible--crazier than the original No More Heroes.","2010-02-06 09:00:00","Ryan",4,"http://www.giantbomb.com/reviews/no-more-heroes-2-desperate-struggle-review/1900-257/"
"BioShock 2","While the story doesn't always hit as hard as its predecessor, there are plenty of great gameplay changes that make BioShock 2 a worthwhile experience.","2010-02-08 09:00:00","Jeff",4,"http://www.giantbomb.com/reviews/bioshock-2-review/1900-258/"
"Tomena Sanner","Tomena Sanner is a silly little game. You'll burn out on it quickly, but it's cheap enough that you might be totally OK with that.","2010-02-09 17:00:00","Jeff",3,"http://www.giantbomb.com/reviews/tomena-sanner-review/1900-259/"
"Aliens vs. Predator","While there's still a certain charm to its interspecies play, AVP is plagued with issues across the board.","2010-02-18 16:00:00","Jeff",2,"http://www.giantbomb.com/reviews/aliens-vs-predator-review/1900-260/"
"Resident Evil 5","This short, nostalgic add-on is cheap enough to make it worth returning to the old mansion.","2010-02-19 19:00:00","Brad",4,"http://www.giantbomb.com/reviews/resident-evil-5-review/1900-261/"
"Heavy Rain","A few technical hiccups barely temper the emotional impact of this tense, character-driven thriller.","2010-02-23 17:00:00","Brad",4,"http://www.giantbomb.com/reviews/heavy-rain-review/1900-262/"
"Dante's Inferno","That Dante's Inferno is almost proudly derivative of Sony's God of War series isn't inherently a bad thing, but its lack of unique accomplishments makes for a hollow experience.","2010-02-27 13:00:00","Ryan",2,"http://www.giantbomb.com/reviews/dantes-inferno-review/1900-263/"
"Battlefield: Bad Company 2","Bad Company 2 is a terrific multiplayer shooter that offers the scope and strategy that made the Battlefield series so great in the first place. The single-player, however, feels a little flat this time around.","2010-03-03 09:00:00","Jeff",4,"http://www.giantbomb.com/reviews/battlefield-bad-company-2-review/1900-264/"
"Borderlands","General Knoxx is Borderlands' best addition to date, offering more terrain, new enemies, and most importantly, more ways to build your character.","2010-03-16 10:00:00","Jeff",4,"http://www.giantbomb.com/reviews/borderlands-review/1900-265/"
"God of War III","Sony delivers a fittingly epic and savage PlayStation 3 debut for God of War, even if it does little to evolve the formula established by its predecessors.","2010-03-19 17:00:00","Ryan",4,"http://www.giantbomb.com/reviews/god-of-war-iii-review/1900-266/"
"Command & Conquer 4:  Tiberian Twilight","Command & Conquer 4 attempts to be a smaller game than its predecessors, but rather than going back to basics, this new approach makes for a dull experience.","2010-03-22 13:00:00","Jeff",2,"http://www.giantbomb.com/reviews/command-conquer-4-tiberian-twilight-review/1900-267/"
"Metro 2033","The atmospheric world of Metro 2033 is exciting while it lasts, but feels diluted by poor gunplay and monster AI.","2010-03-23 11:00:00","Dave",3,"http://www.giantbomb.com/reviews/metro-2033-review/1900-268/"
"Just Cause 2","Just Cause 2 refines and expands on everything that made the first so charming, delivering a joyous blend of B-movie goofiness and physics-defying open-world shenanigans.","2010-03-29 11:00:00","Ryan",4,"http://www.giantbomb.com/reviews/just-cause-2-review/1900-269/"
"WarioWare D.I.Y.","It needs an easier way to track down user-made games, but the tools and concepts in WarioWare DIY are really sharp, which makes the process of making your own ""microgames"" a lot of fun.","2010-04-01 15:00:00","Jeff",4,"http://www.giantbomb.com/reviews/warioware-diy-review/1900-270/"
"Final Fantasy XIII","Too longwinded and singleminded for its own good, Final Fantasy XIII still delivers a grand, gorgeous adventure...eventually.","2010-04-02 17:00:00","Brad",3,"http://www.giantbomb.com/reviews/final-fantasy-xiii-review/1900-271/"
"Road Fighter","You might be able to find this sort of reflex-based gameplay in a free Flash game nowadays, but Road Fighter still holds up pretty well.","2010-04-06 13:00:00","Jeff",3,"http://www.giantbomb.com/reviews/road-fighter-review/1900-272/"
"Jungler","Jungler's mix of shooting, snakes, and mazes gives you just enough variety to make Game Room's challenge system worthwhile.","2010-04-06 13:00:00","Jeff",2,"http://www.giantbomb.com/reviews/jungler-review/1900-273/"
"Tom Clancy's Splinter Cell: Conviction","Conviction modernizes Splinter Cell's stealth-action formula in a lot of ways, and it's partnered with a quality story that makes playing it worth your while.","2010-04-13 09:00:00","Jeff",4,"http://www.giantbomb.com/reviews/tom-clancys-splinter-cell-conviction-review/1900-274/"
"Final Fight: Double Impact","This is absolutely the right way to repackage and sell old arcade games.","2010-04-16 16:00:00","Brad",4,"http://www.giantbomb.com/reviews/final-fight-double-impact-review/1900-275/"
"Sam & Max Episode 301: The Penal Zone","Telltale sets up its third season with some slick presentation, a few new gameplay tricks, and enough lightly absurdist, self-aware gags to keep the adventure brisk.","2010-04-17 14:00:00","Ryan",4,"http://www.giantbomb.com/reviews/sam-max-episode-301-the-penal-zone-review/1900-276/"
"Super Street Fighter IV","Super Street Fighter IV adds enough great new content to justify skipping over the ""Champion Edition"" and ""Hyper Fighting"" steps in the Street Fighter upgrade path.","2010-04-26 08:00:00","Jeff",5,"http://www.giantbomb.com/reviews/super-street-fighter-iv-review/1900-277/"
"Dead to Rights: Retribution","Dead To Rights: Retribution has its moments, but its generic, last-generation feel makes it a tough purchase to justify at full price.","2010-04-27 14:00:00","Jeff",3,"http://www.giantbomb.com/reviews/dead-to-rights-retribution-review/1900-278/"
"Alan Wake","Remedy's troubled horror writer deftly balances solid shooting and ominous atmosphere in his great Xbox 360 debut.","2010-05-04 23:00:00","Brad",4,"http://www.giantbomb.com/reviews/alan-wake-review/1900-279/"
"Picross 3D","Picross 3D's twist on the traditional picture crossword takes a bit of work to learn, but it's terrific fun.","2010-05-05 16:00:00","Jeff",5,"http://www.giantbomb.com/reviews/picross-3d-review/1900-280/"
"Skate 3","Skate 3's offline portions feel flat and sterile, but its deeper online focus helps bring more meaning to every facet of the game.","2010-05-11 12:00:00","Jeff",4,"http://www.giantbomb.com/reviews/skate-3-review/1900-281/"
"Lost Planet 2","Everything about this nice-looking, mostly online shooter is cumbersome and unpleasant to deal with in one way or another.","2010-05-11 22:00:00","Brad",2,"http://www.giantbomb.com/reviews/lost-planet-2-review/1900-282/"
"3D Dot Game Heroes","An oddly reverent homage to the original Legend of Zelda, 3D Dot Game Heroes is enthusiastically nostalgic fun with a unique graphical twist.","2010-05-12 20:00:00","Ryan",3,"http://www.giantbomb.com/reviews/3d-dot-game-heroes-review/1900-283/"
"Split/Second","Split/Second's high-gloss mayhem is best-in-class, though it peaks early, and the chaos can overwhelm the actual racing.","2010-05-18 09:00:00","Ryan",4,"http://www.giantbomb.com/reviews/splitsecond-review/1900-284/"
"Prince of Persia: The Forgotten Sands","This is no more and no less than a pretty good reprisal of last generation's Prince of Persia games.","2010-05-18 15:00:00","Brad",3,"http://www.giantbomb.com/reviews/prince-of-persia-the-forgotten-sands-review/1900-285/"
"Super Mario Galaxy 2","Super Mario Galaxy 2 sees both Nintendo and Mario himself in top form, delivering an adventure that's as consistently exciting and inventive as ever.","2010-05-21 08:00:00","Ryan",5,"http://www.giantbomb.com/reviews/super-mario-galaxy-2-review/1900-286/"
"Blur","Bizarre Creations has found a game worthy of the developer's namesake in Blur, a game that finds something fun in the peculiar pairing of weighty, quietly technical real-world racing and over-the-top kart combat.","2010-05-25 22:00:00","Ryan",4,"http://www.giantbomb.com/reviews/blur-review/1900-287/"
"UFC Undisputed 2010","UFC Undisputed 2010 has some great gameplay additions and solid online performance that makes you want to just keep fighting.","2010-05-26 12:00:00","Jeff",4,"http://www.giantbomb.com/reviews/ufc-undisputed-2010-review/1900-288/"
"ModNation Racers","Creative users have already made ModNation Racers a ridiculous kart-racing good time.","2010-05-26 17:00:00","Brad",4,"http://www.giantbomb.com/reviews/modnation-racers-review/1900-289/"
"Alpha Protocol","There are brilliant moments in Alpha Protocol, but they're all but muted by poor gunplay and a list of unfortunate technical issues.","2010-05-31 12:00:00","Jeff",3,"http://www.giantbomb.com/reviews/alpha-protocol-review/1900-290/"
"Green Day: Rock Band","Green Day: Rock Band makes good on the promises implicit in the title, but it requires an appreciation of both Green Day and Rock Band to really enjoy.","2010-06-07 21:00:00","Ryan",4,"http://www.giantbomb.com/reviews/green-day-rock-band-review/1900-291/"
"Backbreaker","This hard-hitting attempt at a Madden alternative is hardest hit by its own inept gameplay.","2010-06-11 12:00:00","Alex",2,"http://www.giantbomb.com/reviews/backbreaker-review/1900-292/"
"Half-Minute Hero: Super Mega Neo Climax","Don't blink or you'll miss this pleasantly ludicrous parody of 16-bit Japanese role-playing games.","2011-06-29 17:00:00","Brad",4,"http://www.giantbomb.com/reviews/half-minute-hero-super-mega-neo-climax-review/1900-293/"
"Transformers: War For Cybertron","War For Cybertron might be the best Transformers game ever made... but that isn't exactly a high bar to best.","2010-06-25 16:00:00","Jeff",3,"http://www.giantbomb.com/reviews/transformers-war-for-cybertron-review/1900-294/"
"RISK: Factions","EA and Stainless Games went ahead and made Risk completely crazy, and Risk: Factions is ultimately better for it.","2010-06-30 12:00:00","Alex",4,"http://www.giantbomb.com/reviews/risk-factions-review/1900-295/"
"Crackdown 2","Crackdown 2's open nature can lead to some cool moments, but even the cool moments feel like they were lifted directly from the previous game.","2010-07-05 10:00:00","Jeff",3,"http://www.giantbomb.com/reviews/crackdown-2-review/1900-296/"
"Puzzle Quest 2","Infinite Interactive takes it back to basics in just the right way with this sequel.","2010-07-09 18:00:00","Brad",4,"http://www.giantbomb.com/reviews/puzzle-quest-2-review/1900-297/"
"Singularity","Singularity creates an interesting world and uses its time-bending abilities to craft a fun story that's worth seeing through to the end.","2010-07-08 17:00:00","Jeff",4,"http://www.giantbomb.com/reviews/singularity-review/1900-298/"
"Sin & Punishment:  Star Successor","Treasure gets playful with this dizzying shooter sequel that's both accessible and challenging.","2010-07-09 15:00:00","Ryan",4,"http://www.giantbomb.com/reviews/sin-punishment-star-successor-review/1900-299/"
"Deadliest Warrior: The Game","Quick, bloody death makes Deadliest Warrior kind of charming, but its ""first mistake loses"" mentality wears thin fast.","2010-07-16 12:00:00","Jeff",2,"http://www.giantbomb.com/reviews/deadliest-warrior-the-game-review/1900-300/"
"Limbo","Stark, gruesome, and gorgeous, this indie puzzle platformer will stick in your mind long after you've seen it to the end.","2010-07-19 09:00:00","Brad",5,"http://www.giantbomb.com/reviews/limbo-review/1900-301/"
"DeathSpank","DeathSpank can be very charming, but it's rarely much more than that.","2010-07-21 17:00:00","Jeff",3,"http://www.giantbomb.com/reviews/deathspank-review/1900-302/"
"Hydro Thunder Hurricane","Look past the dull single-player modes and get online if you want to have a great time racing boats.","2010-07-30 15:00:00","Jeff",4,"http://www.giantbomb.com/reviews/hydro-thunder-hurricane-review/1900-303/"
"StarCraft II: Wings of Liberty","Top to bottom, this is a totally worthy successor to one of the best strategy games in history.","2010-07-31 14:00:00","Brad",5,"http://www.giantbomb.com/reviews/starcraft-ii-wings-of-liberty-review/1900-304/"
"Castlevania: Harmony of Despair","Harmony of Despair's multiplayer design isn't fleshed out well enough to make you forget about the grind.","2010-08-05 18:00:00","Jeff",2,"http://www.giantbomb.com/reviews/castlevania-harmony-of-despair-review/1900-305/"
"Monday Night Combat","For $15, there's an awful lot of varied, satisfying multiplayer action in here.","2010-08-13 17:00:00","Brad",4,"http://www.giantbomb.com/reviews/monday-night-combat-review/1900-306/"
"Kane & Lynch 2: Dog Days","Kane and Lynch's trek through Shanghai's underworld is astoundingly brief, leaving you just enough time to get a feel for the game's great visual style, but not much else.","2010-08-17 06:00:00","Jeff",3,"http://www.giantbomb.com/reviews/kane-lynch-2-dog-days-review/1900-307/"
"Madden NFL 11","Madden NFL 11 makes the act of getting into a simulation football game a great deal easier, and without removing any of the complexity of the game, to boot.","2010-08-16 16:00:00","Alex",4,"http://www.giantbomb.com/reviews/madden-nfl-11-review/1900-308/"
"Kane & Lynch 2: Dog Days","Kane and Lynch's trek through Shanghai's underworld is astoundingly brief, leaving you just enough time to get a feel for the game's great visual style, but not much else. Also, we experienced a fairly crippling technical issue while testing the Xbox 360 version.","2010-08-17 07:00:00","Jeff",2,"http://www.giantbomb.com/reviews/kane-lynch-2-dog-days-review/1900-309/"
"Lara Croft and the Guardian of Light","It would seem that a change of perspective is all Lara Croft needed to revitalize her tomb-raiding antics.","2010-08-18 16:00:00","Ryan",4,"http://www.giantbomb.com/reviews/lara-croft-and-the-guardian-of-light-review/1900-310/"
"Mafia II","This decent tale of ascension through the mob ranks feels a little outdated as an actual video game.","2010-08-23 19:00:00","Brad",3,"http://www.giantbomb.com/reviews/mafia-ii-review/1900-311/"
"Metroid: Other M","Samus Aran's transition to fast-paced third-person action is mostly a smooth one.","2010-08-27 10:00:00","Brad",4,"http://www.giantbomb.com/reviews/metroid-other-m-review/1900-312/"
"Shank","Few games share Shank's violent enthusiasm, even if it can't carry the whole experience.","2010-09-01 16:00:00","Ryan",3,"http://www.giantbomb.com/reviews/shank-review/1900-313/"
"Dead Rising 2: Case Zero","Five dollars is an absurdly low price for the equally absurd, wholesale zombie slaughter in this download.","2010-09-01 17:00:00","Brad",4,"http://www.giantbomb.com/reviews/dead-rising-2-case-zero-review/1900-314/"
"Halo: Reach","Reach's expanded multiplayer component offers a huge amount of variety that will keep Halo fans going for a good, long time.","2010-09-11 21:00:00","Jeff",4,"http://www.giantbomb.com/reviews/halo-reach-review/1900-315/"
"Sports Champions","Sports Champions feels cold and calculated, but it's hard to argue with its solid base of motion-based gameplay.","2010-09-15 17:00:00","Jeff",4,"http://www.giantbomb.com/reviews/sports-champions-review/1900-316/"
"Sid Meier's Civilization V","Firaxis offers a hardcore turn-based strategy experience that nearly anyone can approach, without sacrificing any of its wildly addictive appeal.","2010-09-23 12:00:00","Ryan",5,"http://www.giantbomb.com/reviews/sid-meiers-civilization-v-review/1900-317/"
"Dead Rising 2","Dead Rising 2 comes with a long list of unfortunate problems, but if you're the type to look past those issues and love a good challenge, this game is actually awesome.","2010-09-29 18:00:00","Jeff",3,"http://www.giantbomb.com/reviews/dead-rising-2-review/1900-318/"
"Borderlands","This cyborg-infested add-on brings a strong conclusion to the world of Borderlands.","2010-10-04 13:00:00","Jeff",4,"http://www.giantbomb.com/reviews/borderlands-review/1900-319/"
"Enslaved: Odyssey to the West","Deeply engaging characters and mostly solid action combine in Ninja Theory's latest effort.","2010-10-06 14:00:00","Brad",4,"http://www.giantbomb.com/reviews/enslaved-odyssey-to-the-west-review/1900-320/"
"Guitar Hero: Warriors of Rock","The underlying formula and a handful of good songs still provide some bright moments, but Guitar Hero: Warriors of Rock feels all too obligatory to be very exciting.","2010-10-05 17:00:00","Ryan",2,"http://www.giantbomb.com/reviews/guitar-hero-warriors-of-rock-review/1900-321/"
"Comic Jumper","Comic Jumper isn't a great game, but it's such a hilarious one that it's still worth seeing from start to finish.","2010-10-05 18:00:00","Jeff",4,"http://www.giantbomb.com/reviews/comic-jumper-review/1900-322/"
"Def Jam Rapstar","Def Jam Rapstar provides a solid home base for hip-hop-loving rhythm game fans.","2010-10-07 16:00:00","Jeff",4,"http://www.giantbomb.com/reviews/def-jam-rapstar-review/1900-323/"
"Medal of Honor","Medal of Honor's derivative style is cool for a while, but it suffers from too many technical issues to last.","2010-10-12 06:00:00","Jeff",3,"http://www.giantbomb.com/reviews/medal-of-honor-review/1900-324/"
"Kirby's Epic Yarn","Nintendo and Good-Feel stab straight at the cute center of your brain in this adorable and addictive platformer.","2010-10-16 19:00:00","Alex",5,"http://www.giantbomb.com/reviews/kirbys-epic-yarn-review/1900-325/"
"Fallout: New Vegas","Fallout: New Vegas somehow manages to have even more technical problems than Fallout 3 did, but its great characters and setting still shine through.","2010-10-18 21:00:00","Jeff",4,"http://www.giantbomb.com/reviews/fallout-new-vegas-review/1900-326/"
"Super Meat Boy","Super Meat Boy hates you, but don't let that stop you from loving every minute of this hilarious, over-the-top platformer from Hell.","2010-10-19 20:00:00","Brad",5,"http://www.giantbomb.com/reviews/super-meat-boy-review/1900-327/"
"Costume Quest","This lightweight RPG oozes charm and humor.","2010-10-20 15:00:00","Alex",4,"http://www.giantbomb.com/reviews/costume-quest-review/1900-328/"
"EA Sports MMA","It takes a long time to figure out what's going on, but once you get the hang of it, EA Sports MMA is a solid, skill-based take on mixed martial arts.","2010-10-20 15:00:00","Jeff",4,"http://www.giantbomb.com/reviews/ea-sports-mma-review/1900-329/"
"Wii Party","Nintendo elevates the oft-maligned party game with a simple combination of character and craft.","2010-10-20 16:00:00","Ryan",4,"http://www.giantbomb.com/reviews/wii-party-review/1900-330/"
"Fable III","Fable's cheeky charms get a bit buried by strange design decisions in this new sequel from Lionhead.","2010-10-25 21:00:00","Brad",3,"http://www.giantbomb.com/reviews/fable-iii-review/1900-331/"
"DJ Hero 2","Most of DJ Hero 2's additions greatly expand the game, while the lengthy and varied soundtrack gives players plenty to do.","2010-10-25 15:00:00","Jeff",4,"http://www.giantbomb.com/reviews/dj-hero-2-review/1900-332/"
"Rock Band 3","Harmonix brings the thrill back to rhythm games with a title that reminds you why your living room is cluttered with plastic controllers in the first place.","2010-10-25 22:00:00","Ryan",5,"http://www.giantbomb.com/reviews/rock-band-3-review/1900-333/"
"WWE SmackDown! vs. RAW 2011","SmackDown! vs. RAW 2011 continues the tradition of upgrading the surrounding components of the game, while largely ignoring the fundamental issue at the heart of the series: the wrestling itself.","2010-11-01 16:00:00","Alex",2,"http://www.giantbomb.com/reviews/wwe-smackdown-vs-raw-2011-review/1900-334/"
"Vanquish","An enthusiasm for accelerated popcorn sci-fi action makes this latest ride from PlatinumGames, however brief, an exhilarating one. ","2010-11-02 21:00:00","Ryan",4,"http://www.giantbomb.com/reviews/vanquish-review/1900-335/"
"Game Dev Story","It runs out of steam before it finds some semblance of a conclusion, but this twee, oddly knowing take of the game development process can be curiously engrossing and hard to put down.","2010-11-02 23:00:00","Ryan",4,"http://www.giantbomb.com/reviews/game-dev-story-review/1900-336/"
"Star Wars: The Force Unleashed II","LucasArts' second Jedi action game looks nice and plays well enough, but it's too short and shallow to leave a lasting impression.","2010-11-03 17:00:00","Brad",3,"http://www.giantbomb.com/reviews/star-wars-the-force-unleashed-ii-review/1900-337/"
"James Bond 007: Blood Stone","Bond's newest adventure has a few thrilling moments, but the mix of cover-based shooting and car chases doesn't hold up for the duration of its story.","2010-11-03 15:00:00","Jeff",3,"http://www.giantbomb.com/reviews/james-bond-007-blood-stone-review/1900-338/"
"GoldenEye 007","GoldenEye 007 is one of the rare game remakes that actually manages to simultaneously provide warm-feeling nostalgia and solid, updated gameplay.","2010-11-04 15:00:00","Alex",4,"http://www.giantbomb.com/reviews/goldeneye-007-review/1900-339/"
"Kinect Adventures!","Microsoft's Kinect pack-in is a middling minigame collection that bores as often as it amuses.","2010-11-08 12:00:00","Alex",3,"http://www.giantbomb.com/reviews/kinect-adventures-review/1900-340/"
"Call of Duty: Black Ops","Black Ops takes the kitchen sink approach by throwing in a ton of modes and options, but the core action remains mostly intact.","2010-11-09 00:00:00","Jeff",4,"http://www.giantbomb.com/reviews/call-of-duty-black-ops-review/1900-341/"
"Dance Central","Dance Central is a lot of fun, but the game surrounding the dancing feels really basic.","2010-11-10 15:00:00","Jeff",4,"http://www.giantbomb.com/reviews/dance-central-review/1900-342/"
"Kinect Sports","The quality of the games and implementation of the Kinect technology in Kinect Sports make this sports-themed minigame collection more than just another genre also-ran. ","2010-11-12 12:00:00","Alex",4,"http://www.giantbomb.com/reviews/kinect-sports-review/1900-343/"
"Assassin's Creed: Brotherhood","Ubisoft's distinctive murder adventure series gets better and better with this continuation of Assassin's Creed II.","2010-11-17 03:00:00","Ryan",5,"http://www.giantbomb.com/reviews/assassins-creed-brotherhood-review/1900-344/"
"Donkey Kong Country Returns","Retro recaptures most of Donkey Kong's venerated platforming roots in this fine Wii sequel.","2010-11-19 18:00:00","Brad",4,"http://www.giantbomb.com/reviews/donkey-kong-country-returns-review/1900-345/"
"Need for Speed: Hot Pursuit","Hot Pursuit has some of the best online play that the Need For Speed series has ever seen.","2010-11-19 14:00:00","Jeff",4,"http://www.giantbomb.com/reviews/need-for-speed-hot-pursuit-review/1900-346/"
"Pac-Man Championship Edition DX","This is the fastest, loudest, most overwhelming, most viscerally pleasurable Pac-Man experience available on the market today without a prescription. ","2010-11-20 16:00:00","Ryan",5,"http://www.giantbomb.com/reviews/pac-man-championship-edition-dx-review/1900-347/"
"NBA Jam","NBA Jam is positively killer... provided you've got some like-minded basketball junkies around to compete against.","2010-11-23 12:00:00","Jeff",4,"http://www.giantbomb.com/reviews/nba-jam-review/1900-348/"
"PowerGig: Rise of the SixString","It's too little and far, far too late for this shoddy, low-rent rhythm game also-ran.","2010-11-24 17:00:00","Ryan",1,"http://www.giantbomb.com/reviews/powergig-rise-of-the-sixstring-review/1900-349/"
"Splatterhouse","The splatter is most certainly on display in this functional, yet indistinct beat-'em-up.","2010-11-28 12:00:00","Alex",3,"http://www.giantbomb.com/reviews/splatterhouse-review/1900-350/"
"Tron: Evolution","Tron: Evolution fleshes out the Tron universe in some really interesting ways, but it doesn't make for an especially exciting game.","2010-12-01 16:00:00","Jeff",3,"http://www.giantbomb.com/reviews/tron-evolution-review/1900-351/"
"Gran Turismo 5","A grind-heavy career mode and inconsistent visuals keep this otherwise fantastic driving simulation from finishing first.","2010-12-02 15:00:00","Dave",3,"http://www.giantbomb.com/reviews/gran-turismo-5-review/1900-352/"
"Dead Nation","Zombies or not, Housemarque's latest dual-joystick effort doesn't come close to fulfilling its potential.","2010-12-03 17:00:00","Brad",2,"http://www.giantbomb.com/reviews/dead-nation-review/1900-353/"
"Disney Epic Mickey","Epic Mickey's brief moments of cleverness and knowing affection for obscure Disneyana are mired by clunky, perfunctory platforming and a general lack of followthrough.","2010-12-08 17:00:00","Ryan",2,"http://www.giantbomb.com/reviews/disney-epic-mickey-review/1900-354/"
"Lost in Shadow","Lost in Shadow is a game that makes a great first impression, but ultimately cannot build on that initial momentum, nor recognize when to quit.","2011-01-11 13:00:00","Alex",3,"http://www.giantbomb.com/reviews/lost-in-shadow-review/1900-355/"
"DC Universe Online","DC Universe Online is not without ambition, but its action-oriented combat and quest design are positively monotonous.","2011-01-21 14:00:00","Jeff",2,"http://www.giantbomb.com/reviews/dc-universe-online-review/1900-356/"
"Dead Space 2","Two years later, it turns out EA's Visceral Games team still knows how to make a damn fine horror-action game.","2011-01-24 23:00:00","Brad",5,"http://www.giantbomb.com/reviews/dead-space-2-review/1900-357/"
"LittleBigPlanet 2","The variety afforded by LBP2's more sophisticated tools allow creators to build levels that are exponentially more complicated and interesting than what was possible in the first game.","2011-01-26 14:00:00","Jeff",5,"http://www.giantbomb.com/reviews/littlebigplanet-2-review/1900-358/"
"Bionic Commando Rearmed 2","Bionic Commando Rearmed 2 has the right idea when it comes to revamping its controls, but the level and boss design brings things crashing to a halt.","2011-02-07 16:00:00","Jeff",3,"http://www.giantbomb.com/reviews/bionic-commando-rearmed-2-review/1900-359/"
"Stacking","Both a well-crafted puzzle game and a good-natured send-up of antiquated industrialist politics, Stacking is one of the more satisfyingly strange downloadable games you're likely to encounter.","2011-02-08 14:00:00","Alex",4,"http://www.giantbomb.com/reviews/stacking-review/1900-360/"
"Mario Sports Mix","Mario Sports Mix serves little purpose, save but to further dilute your fond memories of Mario's better sporting days.","2011-02-09 17:00:00","Alex",2,"http://www.giantbomb.com/reviews/mario-sports-mix-review/1900-361/"
"You Don't Know Jack","It’s not built to last, but Jellyvision’s revival of one of video games’ smartest, funniest trivia series is pitch-perfect.","2011-02-09 18:00:00","Ryan",4,"http://www.giantbomb.com/reviews/you-dont-know-jack-review/1900-362/"
"Marvel vs. Capcom 3: Fate of Two Worlds","While many will bristle at the mere sight of Marvel vs. Capcom 3's brand of crazy, it's actually a lot of fun once you put in some time and figure it all out.","2011-02-16 17:00:00","Jeff",4,"http://www.giantbomb.com/reviews/marvel-vs-capcom-3-fate-of-two-worlds-review/1900-363/"
"Killzone 3","Killzone 3 delivers an experience that's a little too similar to its predecessor in spots, but it still has plenty explosive moments to see both online and off.","2011-02-21 17:00:00","Jeff",4,"http://www.giantbomb.com/reviews/killzone-3-review/1900-364/"
"Bulletstorm","Bulletstorm presents a thrilling alternative to today's first-person shooters.","2011-02-23 17:00:00","Jeff",4,"http://www.giantbomb.com/reviews/bulletstorm-review/1900-365/"
"Homefront","A solidly crafted multiplayer component is the only thing that redeems Homefront's brief, nearly tensionless campaign.","2011-03-15 12:00:00","Alex",3,"http://www.giantbomb.com/reviews/homefront-review/1900-366/"
"Full House Poker","Full House Poker has more features than the rest of the downloadable poker games on 360, and its live event option gives you a reason to keep playing.","2011-03-21 12:00:00","Jeff",4,"http://www.giantbomb.com/reviews/full-house-poker-review/1900-367/"
"Crysis 2","It might not feel as special as its predecessor, but Crysis 2 is still a high-quality shooter, both alone or in multiplayer.","2011-03-22 09:00:00","Jeff",4,"http://www.giantbomb.com/reviews/crysis-2-review/1900-368/"
"Super Street Fighter IV","Super Street Fighter IV is a great fighting game that uses just about every feature the 3DS offers.","2011-03-23 12:51:45","Jeff",4,"http://www.giantbomb.com/reviews/super-street-fighter-iv-review/1900-369/"
"Swarm","Swarm does no one thing particularly well, but it does enough things well enough to keep you coming back, even against your better judgment.","2011-03-24 14:00:00","Alex",3,"http://www.giantbomb.com/reviews/swarm-review/1900-370/"
"Pilotwings Resort","Nintendo's latest fanciful flight sim is fun enough for a few minutes at a time, but won't provide you much lasting value.","2011-03-25 15:00:00","Brad",3,"http://www.giantbomb.com/reviews/pilotwings-resort-review/1900-371/"
"Ridge Racer 3D","Ridge Racer 3D adds a couple of new features to the same tracks, cars, and ideas that have been driving the series since 2005, if not earlier.","2011-03-26 18:00:00","Jeff",3,"http://www.giantbomb.com/reviews/ridge-racer-3d-review/1900-372/"
"WWE All Stars","WWE All Stars has the wrestlers you want performing their moves in the craziest ways imaginable, making for a fresh-feeling game that's a lot of fun to play.","2011-03-29 15:00:00","Jeff",4,"http://www.giantbomb.com/reviews/wwe-all-stars-review/1900-373/"
